"Customer ID",Age,Gender,"Item Purchased",Category,"Purchase Amount (USD)",Location,Size,Color,Season,"Review Rating","Subscription Status","Payment Method","Shipping Type","Discount Applied","Promo Code Used","Previous Purchases","Preferred Payment Method","Frequency of Purchases"
1638,35,0,Dress,Clothing,21,Massachusetts,M,Peach,Spring,3.5,0,"Bank Transfer","Next Day Air",1,1,32,Venmo,4
1639,68,0,Jacket,Outerwear,51,Tennessee,M,Black,Spring,4.6,0,PayPal,"Free Shipping",1,1,18,Venmo,5
1640,41,0,Gloves,Accessories,65,Missouri,L,Blue,Summer,3.3,0,"Bank Transfer","Free Shipping",1,1,50,PayPal,1
1641,65,0,Scarf,Accessories,51,Tennessee,S,Magenta,Spring,4,0,"Debit Card","2-Day Shipping",1,1,13,PayPal,5
1642,50,0,Hoodie,Clothing,32,Colorado,L,Violet,Summer,3.4,0,"Bank Transfer","Free Shipping",1,1,1,"Bank Transfer",2
1643,18,0,Coat,Outerwear,70,Mississippi,M,Beige,Spring,4.2,0,"Bank Transfer","Store Pickup",1,1,16,PayPal,4
1644,38,0,Scarf,Accessories,77,Ohio,L,Pink,Summer,3.9,0,PayPal,"2-Day Shipping",1,1,6,PayPal,3
1645,68,0,Coat,Outerwear,90,"North Carolina",S,Beige,Summer,3.9,0,PayPal,"Next Day Air",1,1,21,"Debit Card",3
1646,53,0,Scarf,Accessories,36,Ohio,L,Green,Summer,2.8,0,"Bank Transfer",Standard,1,1,36,Venmo,2
1647,58,0,Handbag,Accessories,77,Nebraska,S,Silver,Summer,3.7,0,"Credit Card",Standard,1,1,20,"Bank Transfer",2
1648,34,0,Boots,Footwear,78,Hawaii,M,Purple,Summer,4.9,0,"Credit Card","Store Pickup",1,1,8,"Debit Card",2
1649,36,0,Pants,Clothing,69,Oklahoma,M,Gray,Summer,2.6,0,"Bank Transfer",Express,1,1,22,"Credit Card",3
1650,58,0,T-shirt,Clothing,63,Wisconsin,M,White,Summer,4.9,0,PayPal,"Free Shipping",1,1,3,"Credit Card",2
1651,60,0,Scarf,Accessories,36,Arkansas,M,Silver,Winter,3.4,0,Venmo,"Next Day Air",1,1,46,"Credit Card",4
1652,59,0,Coat,Outerwear,80,Texas,M,Blue,Winter,3.9,0,"Bank Transfer",Standard,1,1,42,"Debit Card",3
1653,65,0,Sweater,Clothing,35,"New Mexico",M,Orange,Summer,4,0,Cash,"Next Day Air",1,1,1,"Bank Transfer",4
1654,31,0,Belt,Accessories,93,Colorado,L,Silver,Winter,3,0,Venmo,"2-Day Shipping",1,1,29,"Debit Card",4
1655,43,0,Belt,Accessories,25,Indiana,L,Gray,Spring,2.6,0,Venmo,"Store Pickup",1,1,14,"Credit Card",2
1656,37,0,Sweater,Clothing,81,Arizona,L,Gold,Spring,3.2,0,Venmo,"Next Day Air",1,1,4,PayPal,3
1657,21,0,Blouse,Clothing,42,Indiana,L,Brown,Spring,2.6,0,"Credit Card","2-Day Shipping",1,1,41,PayPal,2
1658,69,0,Skirt,Clothing,36,Indiana,L,Turquoise,Spring,3.2,0,Cash,"Store Pickup",1,1,4,"Debit Card",4
1659,32,0,Jewelry,Accessories,66,Alaska,S,Pink,Spring,4.1,0,"Debit Card","Store Pickup",1,1,47,Cash,5
1660,53,0,Gloves,Accessories,37,Utah,M,Black,Fall,3.9,0,"Bank Transfer","Next Day Air",1,1,44,Venmo,1
1661,59,0,T-shirt,Clothing,45,Louisiana,L,Yellow,Winter,4.1,0,Venmo,Standard,1,1,37,Venmo,3
1662,64,0,Gloves,Accessories,86,Iowa,S,Beige,Summer,2.7,0,"Credit Card","2-Day Shipping",1,1,21,"Debit Card",2
1663,63,0,Sunglasses,Accessories,24,"New Mexico",M,Olive,Winter,4.6,0,"Debit Card","Free Shipping",1,1,46,"Debit Card",4
1664,43,0,Shirt,Clothing,22,Maine,XL,Gold,Summer,3.5,0,Cash,Standard,1,1,1,Cash,4
1665,19,0,Handbag,Accessories,53,Minnesota,M,Purple,Spring,5,0,PayPal,"Next Day Air",1,1,35,PayPal,5
1666,40,0,Jacket,Outerwear,41,"New Mexico",L,Pink,Fall,3.4,0,Cash,"Next Day Air",1,1,49,Venmo,3
1667,51,0,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,0,Cash,"Store Pickup",1,1,47,PayPal,1
1668,51,0,Handbag,Accessories,40,Oklahoma,L,Brown,Winter,3.4,0,"Bank Transfer","2-Day Shipping",1,1,24,"Bank Transfer",2
1669,66,0,Blouse,Clothing,33,Utah,L,Charcoal,Summer,4,0,"Credit Card",Standard,1,1,28,"Debit Card",4
1670,42,0,T-shirt,Clothing,59,Wisconsin,L,Maroon,Winter,2.7,0,PayPal,"Store Pickup",1,1,22,"Bank Transfer",2
1671,22,0,Pants,Clothing,73,Utah,L,Cyan,Fall,3.6,0,Venmo,"Free Shipping",1,1,20,Cash,5
1672,31,0,Hoodie,Clothing,22,Utah,M,Olive,Winter,4,0,PayPal,"Free Shipping",1,1,25,"Bank Transfer",5
1673,18,0,Boots,Footwear,73,"South Carolina",L,Gold,Fall,3.8,0,"Debit Card","Free Shipping",1,1,15,Venmo,2
1674,21,0,Blouse,Clothing,62,Hawaii,M,Violet,Fall,3.4,0,"Debit Card","Next Day Air",1,1,49,Venmo,4
1675,35,0,Coat,Outerwear,56,Alaska,M,Peach,Winter,3.2,0,PayPal,"Free Shipping",1,1,10,"Debit Card",4
1676,35,0,Pants,Clothing,90,Colorado,M,Beige,Spring,4.7,0,Venmo,"Next Day Air",1,1,21,"Credit Card",1
1677,27,0,Sunglasses,Accessories,44,"West Virginia",M,Cyan,Winter,3.1,0,PayPal,"Next Day Air",1,1,34,"Bank Transfer",5
1678,65,0,Jeans,Clothing,35,Oregon,L,Silver,Summer,3.3,0,PayPal,"Next Day Air",0,0,41,"Debit Card",5
1679,41,0,Pants,Clothing,71,Ohio,S,Magenta,Summer,4.8,0,PayPal,"2-Day Shipping",0,0,30,Venmo,4
1680,60,0,Dress,Clothing,52,Massachusetts,S,Black,Fall,4.5,0,PayPal,"Next Day Air",0,0,24,"Debit Card",4
1681,61,0,Shoes,Footwear,37,Louisiana,M,Olive,Summer,3.4,0,"Credit Card","Store Pickup",0,0,6,"Credit Card",1
1682,24,0,Sneakers,Footwear,95,Virginia,L,Green,Winter,3.7,0,Cash,"2-Day Shipping",0,0,14,"Credit Card",4
1683,65,0,Socks,Clothing,97,"New York",M,Yellow,Fall,4.9,0,Venmo,"2-Day Shipping",0,0,37,"Credit Card",4
1684,23,0,Coat,Outerwear,57,Arkansas,S,Lavender,Spring,3.5,0,"Debit Card","Next Day Air",0,0,37,Venmo,2
1685,30,0,Shirt,Clothing,93,"New Mexico",M,Indigo,Spring,4.6,0,Cash,Standard,0,0,28,PayPal,5
1686,33,0,Blouse,Clothing,48,Minnesota,M,Pink,Winter,4.6,0,Venmo,Standard,0,0,43,PayPal,4
1687,22,0,Gloves,Accessories,75,Illinois,L,Red,Fall,4.2,0,"Credit Card","Store Pickup",0,0,25,Cash,1
1688,67,0,Skirt,Clothing,70,Georgia,S,Magenta,Winter,3.7,0,Venmo,"Free Shipping",0,0,4,PayPal,1
1689,28,0,Handbag,Accessories,26,Mississippi,S,Peach,Winter,3,0,"Credit Card","Next Day Air",0,0,13,Venmo,4
1690,32,0,Shirt,Clothing,73,"North Carolina",L,Turquoise,Winter,4.6,0,"Credit Card","Store Pickup",0,0,32,"Bank Transfer",3
1691,40,0,Coat,Outerwear,30,Nevada,M,Black,Summer,3.2,0,Cash,"Free Shipping",0,0,1,Cash,1
1692,64,0,Shoes,Footwear,61,Connecticut,L,Blue,Summer,3.5,0,"Credit Card","Next Day Air",0,0,4,Cash,1
1693,56,0,Handbag,Accessories,75,Utah,M,Beige,Winter,2.6,0,"Debit Card",Standard,0,0,33,Cash,4
1694,63,0,Jacket,Outerwear,88,Tennessee,XL,Olive,Fall,4.9,0,Venmo,Standard,0,0,45,"Bank Transfer",4
1695,20,0,Shirt,Clothing,67,Mississippi,M,Turquoise,Summer,2.7,0,"Credit Card",Express,0,0,20,"Debit Card",4
1696,54,0,Hat,Accessories,95,Nebraska,S,Yellow,Fall,4.7,0,Venmo,"2-Day Shipping",0,0,1,PayPal,4
1697,31,0,Sunglasses,Accessories,69,"West Virginia",S,Turquoise,Spring,4,0,"Bank Transfer","Free Shipping",0,0,7,"Credit Card",4
1698,36,0,Shirt,Clothing,87,"South Carolina",L,Lavender,Fall,3.5,0,Venmo,"Next Day Air",0,0,48,"Credit Card",2
1699,25,0,Belt,Accessories,41,Iowa,XL,Turquoise,Winter,4.8,0,"Credit Card",Standard,0,0,46,"Bank Transfer",2
1700,20,0,Sweater,Clothing,67,"North Dakota",L,Teal,Spring,4,0,"Bank Transfer","Free Shipping",0,0,34,"Debit Card",1
1701,62,0,Hoodie,Clothing,70,"West Virginia",L,Black,Fall,4.1,0,"Credit Card",Express,0,0,36,"Bank Transfer",3
1702,69,0,Handbag,Accessories,41,Mississippi,XL,Blue,Winter,3.8,0,PayPal,"Next Day Air",0,0,44,"Debit Card",2
1703,54,0,Jeans,Clothing,83,Alabama,XL,Yellow,Summer,5,0,"Debit Card",Express,0,0,48,"Bank Transfer",5
1704,39,0,Backpack,Accessories,22,California,M,Black,Spring,4,0,Venmo,"Next Day Air",0,0,12,"Bank Transfer",1
1705,56,0,Sneakers,Footwear,20,Idaho,M,Lavender,Summer,3.9,0,"Bank Transfer","Store Pickup",0,0,19,Cash,2
1706,39,0,Jewelry,Accessories,29,"South Dakota",L,Cyan,Summer,3.4,0,Venmo,"2-Day Shipping",0,0,49,Venmo,4
1707,37,0,Sunglasses,Accessories,87,"North Dakota",M,Brown,Spring,3,0,"Credit Card",Standard,0,0,25,Venmo,4
1708,25,0,Shorts,Clothing,81,Nevada,L,Maroon,Fall,4.9,0,"Credit Card","2-Day Shipping",0,0,25,Cash,4
1709,35,0,Boots,Footwear,58,Florida,L,Cyan,Spring,3.2,0,"Bank Transfer",Express,0,0,1,"Credit Card",2
1710,45,0,Skirt,Clothing,83,Indiana,M,Pink,Winter,3.8,0,Venmo,Standard,0,0,19,"Bank Transfer",1
1711,19,0,Pants,Clothing,59,Arkansas,XL,Orange,Fall,3.8,0,"Debit Card","Store Pickup",0,0,7,"Credit Card",2
1712,21,0,T-shirt,Clothing,93,"North Carolina",M,Lavender,Spring,4.7,0,"Debit Card",Express,0,0,19,"Credit Card",3
1713,65,0,T-shirt,Clothing,87,Illinois,S,Beige,Fall,3.8,0,"Debit Card","2-Day Shipping",0,0,9,Cash,4
1714,49,0,Jacket,Outerwear,22,Missouri,M,Pink,Winter,4.6,0,Venmo,"Free Shipping",0,0,37,PayPal,2
1715,30,0,Jeans,Clothing,71,"South Dakota",S,Charcoal,Summer,4.4,0,"Bank Transfer",Standard,0,0,15,Cash,3
1716,23,0,Dress,Clothing,69,Idaho,XL,Gray,Spring,3.4,0,PayPal,"2-Day Shipping",0,0,30,PayPal,4
1717,69,0,Blouse,Clothing,47,Connecticut,M,Cyan,Winter,4.7,0,Venmo,Standard,0,0,30,Cash,2
1718,29,0,Hoodie,Clothing,50,Hawaii,L,Orange,Summer,2.9,0,Cash,Express,0,0,16,"Debit Card",4
1719,54,0,T-shirt,Clothing,96,Maryland,L,Pink,Winter,3.4,0,Cash,"2-Day Shipping",0,0,14,PayPal,2
1720,45,0,Sweater,Clothing,39,Maryland,M,White,Winter,3.2,0,Venmo,"Free Shipping",0,0,8,Venmo,2
1721,25,0,Shorts,Clothing,84,Massachusetts,S,Beige,Winter,2.8,0,Cash,Express,0,0,40,"Debit Card",4
1722,34,0,Jewelry,Accessories,28,Delaware,S,Magenta,Spring,4.3,0,Venmo,"Free Shipping",0,0,24,"Credit Card",3
1723,46,0,T-shirt,Clothing,51,Massachusetts,L,Violet,Summer,3.3,0,Cash,Standard,0,0,14,Cash,4
1724,70,0,Scarf,Accessories,20,"New York",XL,Gold,Spring,3.3,0,"Bank Transfer",Standard,0,0,39,PayPal,1
1725,42,0,Shoes,Footwear,72,Delaware,S,Teal,Winter,3.3,0,PayPal,"Free Shipping",0,0,21,PayPal,5
1726,45,0,Sunglasses,Accessories,33,Massachusetts,M,Indigo,Spring,3,0,Cash,"Next Day Air",0,0,32,Venmo,2
1727,57,0,Coat,Outerwear,28,Indiana,S,Olive,Summer,2.8,0,"Credit Card",Express,0,0,45,"Debit Card",5
1728,49,0,Blouse,Clothing,53,Virginia,S,Violet,Spring,4,0,"Credit Card",Express,0,0,19,PayPal,3
1729,23,0,Jeans,Clothing,48,Wyoming,L,Black,Fall,4.3,0,"Debit Card",Express,0,0,1,"Debit Card",2
1730,47,0,Shorts,Clothing,21,Illinois,M,Brown,Winter,3.8,0,Venmo,"Store Pickup",0,0,12,Venmo,4
1731,23,0,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,0,Cash,"Free Shipping",0,0,26,"Credit Card",5
1732,21,0,Backpack,Accessories,87,Idaho,M,Gray,Fall,3.1,0,"Debit Card","Next Day Air",0,0,12,Cash,3
1733,45,0,Belt,Accessories,50,"Rhode Island",S,Charcoal,Winter,2.6,0,Cash,"Free Shipping",0,0,36,Cash,2
1734,67,0,Blouse,Clothing,85,"New York",L,Black,Summer,3.4,0,"Bank Transfer",Express,0,0,22,"Credit Card",1
1735,31,0,Jeans,Clothing,98,Missouri,L,Brown,Spring,3.1,0,"Credit Card","Next Day Air",0,0,16,PayPal,2
1736,58,0,Dress,Clothing,34,Texas,M,Purple,Winter,3.6,0,"Debit Card",Express,0,0,31,Venmo,1
1737,57,0,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,0,Cash,"2-Day Shipping",0,0,43,Cash,2
1738,42,0,Jewelry,Accessories,98,Ohio,L,Gray,Summer,4.2,0,"Bank Transfer","Store Pickup",0,0,50,Venmo,4
1739,60,0,Handbag,Accessories,61,Tennessee,M,Green,Spring,2.9,0,PayPal,"2-Day Shipping",0,0,37,"Credit Card",5
1740,21,0,Jewelry,Accessories,98,Minnesota,L,Silver,Winter,4.2,0,"Credit Card",Express,0,0,23,Cash,5
1741,69,0,Pants,Clothing,21,Wisconsin,L,Charcoal,Fall,3.3,0,Cash,"Next Day Air",0,0,10,"Bank Transfer",2
1742,41,0,Pants,Clothing,51,Delaware,XL,Teal,Winter,3.6,0,Venmo,"Next Day Air",0,0,20,"Bank Transfer",3
1743,51,0,Sandals,Footwear,80,Kansas,XL,White,Spring,4.3,0,"Credit Card",Express,0,0,18,Venmo,2
1744,23,0,Skirt,Clothing,72,Missouri,XL,Brown,Winter,3.3,0,"Debit Card",Standard,0,0,3,"Bank Transfer",5
1745,57,0,Sunglasses,Accessories,63,Michigan,L,Teal,Winter,3,0,PayPal,Standard,0,0,23,PayPal,5
1746,40,0,Skirt,Clothing,27,"West Virginia",L,Red,Winter,3.6,0,"Credit Card","Store Pickup",0,0,27,Cash,5
1747,65,0,Handbag,Accessories,44,Alabama,L,Brown,Summer,3.1,0,"Bank Transfer","Store Pickup",0,0,44,"Bank Transfer",4
1748,61,0,Coat,Outerwear,23,"New Hampshire",M,Yellow,Winter,2.9,0,Cash,Express,0,0,41,Venmo,2
1749,34,0,Skirt,Clothing,93,Montana,L,Teal,Winter,3.9,0,"Bank Transfer","2-Day Shipping",0,0,41,"Bank Transfer",1
1750,43,0,Hoodie,Clothing,70,Wyoming,L,Pink,Fall,3.2,0,"Credit Card","2-Day Shipping",0,0,36,"Debit Card",2
1751,31,0,Sunglasses,Accessories,85,Missouri,M,White,Fall,3.1,0,"Credit Card",Express,0,0,38,Venmo,2
1752,57,0,Sweater,Clothing,40,Ohio,M,Silver,Winter,3.2,0,PayPal,"2-Day Shipping",0,0,34,Cash,1
1753,34,0,Boots,Footwear,29,"South Dakota",L,Blue,Winter,3.3,0,"Debit Card","Store Pickup",0,0,14,Venmo,2
1754,25,0,Skirt,Clothing,27,Colorado,L,Black,Fall,4.8,0,Venmo,"Next Day Air",0,0,23,"Credit Card",4
1755,66,0,Dress,Clothing,93,Massachusetts,S,Beige,Fall,3.8,0,"Debit Card","2-Day Shipping",0,0,18,"Credit Card",4
1756,56,0,Belt,Accessories,20,Delaware,XL,Charcoal,Spring,4.6,0,Cash,"Next Day Air",0,0,45,Cash,3
1757,49,0,Jewelry,Accessories,55,"New Hampshire",S,Cyan,Fall,2.8,0,PayPal,"Free Shipping",0,0,14,"Bank Transfer",5
1758,19,0,Dress,Clothing,94,Michigan,L,Yellow,Fall,3.6,0,"Bank Transfer",Standard,0,0,48,"Debit Card",1
1759,27,0,Hat,Accessories,56,Pennsylvania,M,Silver,Winter,4.3,0,"Debit Card","Free Shipping",0,0,17,Venmo,4
1760,68,0,Sweater,Clothing,58,Louisiana,L,Green,Spring,4,0,Venmo,"Next Day Air",0,0,1,PayPal,5
1761,20,0,Skirt,Clothing,44,Minnesota,XL,Peach,Spring,3.5,0,"Credit Card",Standard,0,0,39,PayPal,5
1762,21,0,Hoodie,Clothing,95,Hawaii,S,Green,Fall,4.9,0,PayPal,"2-Day Shipping",0,0,24,Cash,5
1763,36,0,Sandals,Footwear,42,Idaho,M,Brown,Summer,3.1,0,"Credit Card",Express,0,0,41,"Bank Transfer",4
1764,37,0,Jewelry,Accessories,93,Vermont,M,Lavender,Winter,3.9,0,Venmo,"Store Pickup",0,0,28,PayPal,1
1765,61,0,Dress,Clothing,56,Delaware,M,Charcoal,Summer,3,0,PayPal,"Store Pickup",0,0,34,Venmo,2
1766,68,0,Hoodie,Clothing,88,"New Mexico",M,Orange,Spring,4.1,0,"Bank Transfer","2-Day Shipping",0,0,41,Venmo,2
1767,60,0,Sweater,Clothing,54,Alaska,S,Cyan,Winter,4.3,0,Venmo,"2-Day Shipping",0,0,27,Cash,4
1768,69,0,Jewelry,Accessories,89,Minnesota,L,Lavender,Fall,3.8,0,PayPal,"2-Day Shipping",0,0,46,"Debit Card",4
1769,25,0,Sandals,Footwear,45,Nebraska,M,Indigo,Summer,3.9,0,Venmo,"2-Day Shipping",0,0,2,PayPal,2
1770,32,0,Socks,Clothing,75,Alaska,L,Brown,Winter,4.3,0,"Credit Card","Free Shipping",0,0,45,Cash,3
1771,53,0,Backpack,Accessories,22,Michigan,M,Pink,Fall,4.3,0,"Credit Card",Express,0,0,34,"Bank Transfer",5
1772,46,0,Shirt,Clothing,82,Indiana,XL,Turquoise,Fall,4.7,0,"Credit Card","Store Pickup",0,0,9,"Credit Card",1
1773,58,0,Shoes,Footwear,34,Hawaii,M,Gold,Summer,3.1,0,PayPal,"2-Day Shipping",0,0,1,"Bank Transfer",1
1774,21,0,Coat,Outerwear,92,"West Virginia",M,Blue,Summer,2.7,0,Cash,"Free Shipping",0,0,17,PayPal,1
1775,46,0,Sweater,Clothing,78,"New York",M,Lavender,Spring,3.7,0,"Bank Transfer",Express,0,0,6,PayPal,5
1776,18,0,Jacket,Outerwear,47,Iowa,M,Violet,Spring,3.3,0,"Bank Transfer","2-Day Shipping",0,0,12,Cash,4
1777,56,0,Jacket,Outerwear,64,Arizona,L,Cyan,Summer,3.4,0,"Bank Transfer","Free Shipping",0,0,10,Venmo,2
1778,18,0,Sneakers,Footwear,44,Minnesota,L,Purple,Winter,4.7,0,Cash,"Free Shipping",0,0,4,Cash,4
1779,49,0,Belt,Accessories,94,Texas,M,Red,Winter,4.9,0,"Debit Card","Store Pickup",0,0,8,"Debit Card",4
1780,29,0,Scarf,Accessories,62,Virginia,M,Charcoal,Winter,4.3,0,"Bank Transfer","Free Shipping",0,0,41,Venmo,5
1781,67,0,Jewelry,Accessories,81,"North Dakota",S,Gray,Summer,4.2,0,Cash,"Next Day Air",0,0,49,"Credit Card",5
1782,31,0,T-shirt,Clothing,33,Iowa,M,Pink,Fall,3.7,0,PayPal,Express,0,0,49,"Bank Transfer",2
1783,52,0,Pants,Clothing,88,Utah,M,Lavender,Fall,2.7,0,"Credit Card","Next Day Air",0,0,40,"Bank Transfer",4
1784,42,0,Handbag,Accessories,49,Ohio,L,Lavender,Winter,3.3,0,Cash,"Free Shipping",0,0,30,"Credit Card",3
1785,32,0,Backpack,Accessories,31,Louisiana,L,Yellow,Summer,4.8,0,Cash,Standard,0,0,4,"Debit Card",2
1786,47,0,Gloves,Accessories,29,Iowa,S,Peach,Fall,4.1,0,"Bank Transfer","Next Day Air",0,0,22,Venmo,3
1787,45,0,Jacket,Outerwear,34,Maryland,M,Brown,Spring,4.6,0,"Debit Card","2-Day Shipping",0,0,22,Venmo,3
1788,20,0,Sweater,Clothing,38,Montana,L,Gold,Fall,4.9,0,"Bank Transfer","2-Day Shipping",0,0,10,"Bank Transfer",2
1789,66,0,Blouse,Clothing,41,Illinois,L,Pink,Summer,3.1,0,PayPal,"Store Pickup",0,0,23,Cash,4
1790,52,0,Blouse,Clothing,34,Arizona,L,Peach,Spring,3,0,PayPal,"2-Day Shipping",0,0,43,"Debit Card",2
1791,50,0,Gloves,Accessories,26,"North Carolina",S,Violet,Summer,3.7,0,"Credit Card","Store Pickup",0,0,31,PayPal,4
1792,62,0,Jeans,Clothing,98,Montana,S,Purple,Winter,4,0,"Debit Card","Store Pickup",0,0,38,Cash,1
1793,38,0,Sneakers,Footwear,59,Iowa,M,Peach,Fall,3,0,"Bank Transfer",Express,0,0,22,"Debit Card",2
1794,65,0,Hat,Accessories,92,Iowa,S,White,Fall,3.8,0,"Debit Card","Store Pickup",0,0,45,Cash,2
1795,60,0,Backpack,Accessories,40,Ohio,L,Indigo,Spring,3.7,0,"Bank Transfer",Express,0,0,21,"Debit Card",4
1796,68,0,Jeans,Clothing,20,Wisconsin,S,Violet,Fall,4,0,"Debit Card","2-Day Shipping",0,0,9,"Debit Card",4
1797,62,0,Skirt,Clothing,35,"South Carolina",S,Brown,Spring,3.1,0,"Debit Card","Store Pickup",0,0,34,Venmo,5
1798,62,0,Belt,Accessories,35,Oregon,L,Maroon,Spring,3.9,0,PayPal,"2-Day Shipping",0,0,26,Venmo,5
1799,40,0,Dress,Clothing,82,"North Dakota",L,Magenta,Winter,3.7,0,"Credit Card",Express,0,0,1,Cash,5
1800,32,0,Hoodie,Clothing,48,California,M,Charcoal,Fall,3.9,0,"Debit Card",Express,0,0,47,Venmo,5
1801,22,0,Coat,Outerwear,58,Mississippi,XL,Indigo,Winter,2.7,0,Cash,Express,0,0,30,"Credit Card",5
1802,33,0,Sweater,Clothing,57,"New Jersey",M,Turquoise,Spring,3.9,0,"Credit Card",Express,0,0,48,"Debit Card",4
1803,57,0,Shorts,Clothing,96,"Rhode Island",L,Turquoise,Winter,2.6,0,"Bank Transfer","Store Pickup",0,0,31,Venmo,4
1804,60,0,Sneakers,Footwear,97,"New Hampshire",S,Gray,Summer,3.5,0,PayPal,"Free Shipping",0,0,33,Venmo,4
1805,30,0,Sweater,Clothing,42,Louisiana,L,Peach,Winter,4.4,0,"Debit Card","Next Day Air",0,0,39,"Credit Card",5
1806,41,0,T-shirt,Clothing,62,Arizona,L,Gold,Spring,4.9,0,Venmo,"Store Pickup",0,0,46,"Debit Card",5
1807,58,0,Handbag,Accessories,67,"Rhode Island",M,Green,Fall,3.9,0,"Credit Card",Standard,0,0,24,Venmo,1
1808,34,0,Sneakers,Footwear,46,Vermont,L,Gold,Summer,3.5,0,PayPal,Standard,0,0,37,Venmo,4
1809,67,0,Jacket,Outerwear,71,Tennessee,M,Lavender,Spring,4.3,0,"Credit Card","Next Day Air",0,0,7,"Debit Card",3
1810,58,0,Backpack,Accessories,99,Alaska,S,Blue,Fall,3.4,0,"Credit Card","Free Shipping",0,0,6,"Debit Card",4
1811,41,0,Jeans,Clothing,28,Maryland,M,Magenta,Fall,2.7,0,"Credit Card",Standard,0,0,16,Cash,4
1812,42,0,Belt,Accessories,77,Wisconsin,L,Blue,Summer,3.6,0,"Bank Transfer",Standard,0,0,33,"Bank Transfer",1
1813,50,0,Boots,Footwear,63,Nevada,S,Blue,Summer,4.9,0,Venmo,Express,0,0,18,PayPal,4
1814,40,0,Shorts,Clothing,62,Illinois,M,Olive,Spring,3.5,0,"Credit Card","Free Shipping",0,0,24,PayPal,5
1815,32,0,Jeans,Clothing,92,Montana,M,White,Summer,3.8,0,"Debit Card","Free Shipping",0,0,24,Cash,2
1816,51,0,Shoes,Footwear,72,"New Mexico",L,White,Winter,4.5,0,Venmo,"2-Day Shipping",0,0,48,"Credit Card",2
1817,26,0,Hat,Accessories,79,Virginia,M,Purple,Summer,4,0,Venmo,Express,0,0,4,Cash,5
1818,32,0,T-shirt,Clothing,27,Delaware,M,White,Summer,4.7,0,"Credit Card","Free Shipping",0,0,20,Cash,5
1819,58,0,Sunglasses,Accessories,39,"North Carolina",M,White,Fall,3.8,0,"Credit Card",Express,0,0,47,"Debit Card",2
1820,51,0,Socks,Clothing,86,Nevada,S,Peach,Spring,4.5,0,Cash,"Next Day Air",0,0,50,Cash,2
1821,19,0,Shirt,Clothing,94,Washington,XL,Gold,Fall,5,0,PayPal,Express,0,0,31,PayPal,3
1822,57,0,Shorts,Clothing,53,Maine,M,Teal,Spring,2.8,0,"Credit Card",Express,0,0,29,PayPal,2
1823,66,0,Shirt,Clothing,85,Connecticut,S,Cyan,Summer,4.4,0,Cash,Standard,0,0,4,Cash,1
1824,62,0,Socks,Clothing,50,Louisiana,L,Pink,Fall,4.7,0,Cash,"Free Shipping",0,0,40,"Bank Transfer",4
1825,58,0,Pants,Clothing,47,Illinois,XL,Magenta,Winter,3.8,0,"Credit Card",Express,0,0,31,Cash,3
1826,23,0,Boots,Footwear,75,"South Dakota",M,Pink,Winter,4.9,0,"Bank Transfer","Next Day Air",0,0,41,"Credit Card",5
1827,45,0,T-shirt,Clothing,60,Indiana,M,Turquoise,Winter,4.2,0,PayPal,Express,0,0,44,"Debit Card",1
1828,20,0,T-shirt,Clothing,36,Vermont,S,Pink,Spring,4.9,0,Cash,"2-Day Shipping",0,0,31,"Bank Transfer",5
1829,33,0,Coat,Outerwear,80,"New Hampshire",L,Gray,Spring,3.9,0,"Debit Card",Express,0,0,45,Cash,2
1830,30,0,Hat,Accessories,96,Oregon,M,White,Spring,4.9,0,Venmo,"2-Day Shipping",0,0,50,"Credit Card",2
1831,50,0,Sunglasses,Accessories,80,Kansas,M,Blue,Winter,4.8,0,"Credit Card",Express,0,0,7,Venmo,1
1832,62,0,Blouse,Clothing,71,Maine,M,Cyan,Summer,3.3,0,"Bank Transfer","Free Shipping",0,0,5,"Bank Transfer",2
1833,69,0,Jewelry,Accessories,29,Louisiana,M,Blue,Fall,4.6,0,"Debit Card","Free Shipping",0,0,48,Cash,3
1834,34,0,Jewelry,Accessories,53,Louisiana,M,Yellow,Spring,4.5,0,"Bank Transfer","2-Day Shipping",0,0,19,PayPal,4
1835,49,0,Skirt,Clothing,35,Indiana,M,Charcoal,Summer,4.1,0,Venmo,"2-Day Shipping",0,0,39,Venmo,4
1836,65,0,Scarf,Accessories,75,Kentucky,M,Lavender,Fall,3.2,0,Cash,"2-Day Shipping",0,0,45,"Credit Card",2
1837,66,0,Pants,Clothing,52,"South Carolina",M,Teal,Fall,4.2,0,Cash,"2-Day Shipping",0,0,35,"Credit Card",3
1838,41,0,Hat,Accessories,77,Montana,M,Beige,Winter,4.8,0,PayPal,"Free Shipping",0,0,8,Venmo,3
1839,37,0,Gloves,Accessories,24,Vermont,L,Blue,Fall,4.1,0,"Credit Card","Next Day Air",0,0,11,"Credit Card",2
1840,32,0,Shirt,Clothing,78,Mississippi,XL,Purple,Winter,3.7,0,Venmo,"Store Pickup",0,0,32,Cash,1
1841,42,0,Sandals,Footwear,98,Wyoming,M,Gold,Winter,2.6,0,Cash,"Store Pickup",0,0,46,"Bank Transfer",2
1842,31,0,Socks,Clothing,57,Vermont,L,Blue,Winter,3,0,"Debit Card",Standard,0,0,7,PayPal,2
